Date,Close,High,Low,Open,Volume
,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
2026-02-23,38.59000015258789,39.25,37.849998474121094,37.970001220703125,55061500
2026-02-24,39.56999969482422,39.65999984741211,38.86000061035156,38.86000061035156,43263600
2026-02-25,39.56999969482422,39.970001220703125,39.029998779296875,39.939998626708984,26012300
2026-02-26,39.61000061035156,39.79999923706055,38.970001220703125,39.29999923706055,29919100
2026-02-27,39.33000183105469,40.27000045776367,39.33000183105469,39.91999816894531,38799000
2026-03-02,41.130001068115234,41.529998779296875,40.52000045776367,41.29999923706055,83817000
2026-03-03,40.95000076293945,42.0,40.75,41.70000076293945,93893800
2026-03-04,40.5,0.0,0.0,0.0,0
